List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Fiction,2020-07-12,THE VANISHING HALF,Brit Bennett,4,2,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-07-12,WHERE THE CRAWDADS SING,Delia Owens,94,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-07-12,THE GUARDIANS,John Grisham,21,4,Doubleday,052562094X,9780525620945,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-07-12,CAMINO WINDS,John Grisham,9,5,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-07-12,WALK THE WIRE,David Baldacci,9,6,Grand Central,1538761505,9781538761502,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-07-12,THE SUMMER HOUSE,James Patterson and Brendan DuBois,3,7,"Little, Brown",0316539554,9780316539555,"Jeremiah Cook, a veteran and former N.Y.P.D. cop, investigates a mass murder near a lake in Georgia."
Combined Print and E-Book Fiction,2020-07-12,THE GUEST LIST,Lucy Foley,4,8,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-07-12,LITTLE FIRES EVERYWHERE,Celeste Ng,72,9,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-07-12,THE LAST FLIGHT,Julie Clark,1,10,Sourcebooks Landmark,None,9781728215730,Claire Cook escapes from living with her quick-tempered husband and assumes another woman’s identity.
Combined Print and E-Book Fiction,2020-07-12,FAIR WARNING,Michael Connelly,5,11,Little Brown,0316539422,9780316539425,The third book in the Jack McEvoy series. A reporter tracks a killer who uses genetic data to pick his victims.
Combined Print and E-Book Fiction,2020-07-12,AMERICAN DIRT,Jeanine Cummins,23,12,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-07-12,PARTY OF TWO,Jasmine Guillory,1,13,Berkley,None,9780593100837,Olivia Monroe’s past is uncovered when her relationship with a junior senator is made public.
Combined Print and E-Book Fiction,2020-07-12,HIDEAWAY,Nora Roberts,5,14,St. Martin's,125020710X,9781250207104,"A child star escapes her abductors, gathers herself in western Ireland and returns to Hollywood."
Combined Print and E-Book Fiction,2020-07-12,TOM CLANCY: FIRING POINT,Mike Maden,2,15,Putnam,0593188063,9780593188064,"When an old friend is killed during the bombing of a Barcelona cafe, Jack Ryan Jr. searches for those responsible."
Combined Print and E-Book Fiction,2020-07-19,THE VANISHING HALF,Brit Bennett,5,1,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-07-19,28 SUMMERS,Elin Hilderbrand,3,2,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-07-19,WHERE THE CRAWDADS SING,Delia Owens,95,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-07-19,SEX AND VANITY,Kevin Kwan,1,4,Doubleday,0385546289,9780385546287,A nod to “A Room With a View” in which Lucie Tang Churchill is torn between her WASPy billionaire fiancé and a privileged hunk born in Hong Kong.
Combined Print and E-Book Fiction,2020-07-19,THE GUARDIANS,John Grisham,22,5,Doubleday,052562094X,9780525620945,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-07-19,THE GUEST LIST,Lucy Foley,5,6,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-07-19,CAMINO WINDS,John Grisham,10,7,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-07-19,THE SUMMER HOUSE,James Patterson and Brendan DuBois,4,8,"Little, Brown",0316539554,9780316539555,"Jeremiah Cook, a veteran and former N.Y.P.D. cop, investigates a mass murder near a lake in Georgia."
Combined Print and E-Book Fiction,2020-07-19,LITTLE FIRES EVERYWHERE,Celeste Ng,73,9,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-07-19,FRIENDS AND STRANGERS,J Courtney Sullivan,1,10,Knopf,0525520597,9780525520597,Complications ensue when a New York journalist downshifts to become a mom in a small town and hires a senior at the local women’s college to babysit.
Combined Print and E-Book Fiction,2020-07-19,THE NICKEL BOYS,Colson Whitehead,7,11,Doubleday,0345804341,9780345804341,Two boys respond to horrors at a Jim Crow-era reform school in ways that impact them decades later.
Combined Print and E-Book Fiction,2020-07-19,HOME BEFORE DARK,Riley Sager,1,12,Dutton,1524745170,9781524745172,When Maggie Holt inherits the Vermont estate that was the setting of her father’s horror memoir she is confronted by some of the people and relics he chronicled.
Combined Print and E-Book Fiction,2020-07-19,AMERICAN DIRT,Jeanine Cummins,24,13,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-07-19,MEXICAN GOTHIC,Silvia Moreno-Garcia,1,14,Del Rey,0525620788,9780525620785,"In 1950s Mexico, a debutante travels to a distant mansion where family secrets of a faded mining empire have been kept hidden."
Combined Print and E-Book Fiction,2020-07-19,DARING AND THE DUKE,Sarah MacLean,1,15,Avon,0062691996,9780062691996,The third book in the Bareknuckle Bastards series.
Combined Print and E-Book Fiction,2020-07-26,THE VANISHING HALF,Brit Bennett,6,1,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-07-26,28 SUMMERS,Elin Hilderbrand,4,2,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-07-26,DESOLATION ROAD,Christine Feehan,1,3,Berkley,0593099753,9780593099759,The fourth book in the Torpedo Ink series. A biker wants to know what a local librarian is hiding.
Combined Print and E-Book Fiction,2020-07-26,WHERE THE CRAWDADS SING,Delia Owens,96,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-07-26,THE GUEST LIST,Lucy Foley,6,5,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-07-26,A BEAUTIFULLY FOOLISH ENDEAVOR,Hank Green,1,6,Dutton,0593183916,9781524743475,Mysterious books hint at what caused the untimely demise of April May and the sudden disappearance of robots known as the Carls.
Combined Print and E-Book Fiction,2020-07-26,THE GUARDIANS,John Grisham,23,7,Doubleday,052562094X,9780525620945,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-07-26,CAMINO WINDS,John Grisham,11,8,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-07-26,LITTLE FIRES EVERYWHERE,Celeste Ng,74,9,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-07-26,SEX AND VANITY,Kevin Kwan,2,10,Doubleday,038554720X,9780385546270,A nod to “A Room With a View” in which Lucie Tang Churchill is torn between her WASPy billionaire fiancé and a privileged hunk born in Hong Kong.
Combined Print and E-Book Fiction,2020-07-26,AMERICAN DIRT,Jeanine Cummins,25,11,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-07-26,OUTSIDER,Linda Castillo,1,12,St. Martin's,1250142911,9781250142917,The 12th book in the Kate Burkholder series. A cop goes into hiding on an Amish widower’s farm while a killer lies in wait.
Combined Print and E-Book Fiction,2020-07-26,THE SUMMER HOUSE,James Patterson and Brendan DuBois,5,13,"Little, Brown",0316539554,9780316539555,"Jeremiah Cook, a veteran and former N.Y.P.D. cop, investigates a mass murder near a lake in Georgia."
Combined Print and E-Book Fiction,2020-07-26,THEN SHE WAS GONE,Lisa Jewell,3,14,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-07-26,THE LOST AND FOUND BOOKSHOP,Susan Wiggs,1,15,Morrow,0062914138,9780062914132,Natalie Harper takes over the care of her mother’s bookshop and her ailing grandfather.
Combined Print and E-Book Fiction,2020-08-02,THE ORDER,Daniel Silva,1,1,Harper,0062834908,9780062834904,The 20th book in the Gabriel Allon series. The art restorer and spy cuts his family’s vacation short to investigate whether Pope Paul VII was murdered.
Combined Print and E-Book Fiction,2020-08-02,PEACE TALKS,Jim Butcher,1,2,Ace,None,9780399587078,The 16th book in the Dresden Files series. Chicago's only professional wizard tries to keep the peace during a summit of the Supernatural nations of the world.
Combined Print and E-Book Fiction,2020-08-02,THE VANISHING HALF,Brit Bennett,7,3,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-08-02,28 SUMMERS,Elin Hilderbrand,5,4,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-08-02,WHERE THE CRAWDADS SING,Delia Owens,97,5,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-08-02,THE GUEST LIST,Lucy Foley,7,6,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-08-02,SEX AND VANITY,Kevin Kwan,3,7,Doubleday,038554720X,9780385546270,A nod to “A Room With a View” in which Lucie Tang Churchill is torn between her WASPy billionaire fiancé and a privileged hunk born in Hong Kong.
Combined Print and E-Book Fiction,2020-08-02,A WALK ALONG THE BEACH,Debbie Macomber,1,8,Ballantine,0399181377,9780399181375,"After dealing with loss and setbacks, two sisters take risks on dreams and love."
Combined Print and E-Book Fiction,2020-08-02,THE GUARDIANS,John Grisham,24,9,Doubleday,052562094X,9780525620945,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-08-02,LITTLE FIRES EVERYWHERE,Celeste Ng,75,10,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-08-02,CAMINO WINDS,John Grisham,12,11,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-08-02,CAJUN JUSTICE,James Patterson and Tucker Axum,1,12,Grand Central,1538752387,9781538752388,"Cain Lemaire, an ex-Secret Service agent from New Orleans, gets in the thick of things as the head of security for a chief executive in Tokyo."
Combined Print and E-Book Fiction,2020-08-02,AMERICAN DIRT,Jeanine Cummins,26,13,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-08-02,UTOPIA AVENUE,David Mitchell,1,14,Random House,0812997433,9780812997439,The glories and misadventures of a 1960s British band told from several perspectives with cameos by real-life musicians.
Combined Print and E-Book Fiction,2020-08-02,THE SUMMER HOUSE,James Patterson and Brendan DuBois,6,15,"Little, Brown",0316539554,9780316539555,"Jeremiah Cook, a veteran and former N.Y.P.D. cop, investigates a mass murder near a lake in Georgia."
Combined Print and E-Book Fiction,2020-08-09,NEAR DARK,Brad Thor,1,1,Emily Bestler/Atria,1982104082,9781982104085,"The 19th book in the Scot Harvath series. With a bounty on his head, Harvath makes an alliance with a Norwegian intelligence operative."
Combined Print and E-Book Fiction,2020-08-09,THE ORDER,Daniel Silva,2,2,Harper,0062834843,9780062834843,The 20th book in the Gabriel Allon series. The art restorer and spy cuts his family’s vacation short to investigate whether Pope Paul VII was murdered.
Combined Print and E-Book Fiction,2020-08-09,WHERE THE CRAWDADS SING,Delia Owens,98,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-08-09,THE VANISHING HALF,Brit Bennett,8,4,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-08-09,THE GUEST LIST,Lucy Foley,8,5,Morrow,0062868950,9780062868954,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-08-09,28 SUMMERS,Elin Hilderbrand,6,6,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-08-09,AXIOM'S END,Lindsay Ellis,1,7,St. Martin's,1250256739,9781250256737,Cora Sabino finds herself caught between her estranged whistle-blower father and the extraterrestrials who have been living here for decades.
Combined Print and E-Book Fiction,2020-08-09,PEACE TALKS,Jim Butcher,2,8,Ace,0451464419,9780451464415,The 16th book in the Dresden Files series. Chicago's only professional wizard tries to keep the peace during a summit of the Supernatural nations of the world.
Combined Print and E-Book Fiction,2020-08-09,AMERICAN DIRT,Jeanine Cummins,27,9,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-08-09,THE GUARDIANS,John Grisham,25,10,Doubleday,052562094X,9780525620945,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-08-09,THEN SHE WAS GONE,Lisa Jewell,4,11,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-08-09,CAMINO WINDS,John Grisham,13,12,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-08-09,LITTLE FIRES EVERYWHERE,Celeste Ng,76,13,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-08-09,THE BOOK OF LOST NAMES,Kristin Harmel,1,14,Gallery,None,9781982131913,A woman who helped Jewish children flee the Nazis during World War II now might be the only one who can unlock a code found in a religious text.
Combined Print and E-Book Fiction,2020-08-09,SEX AND VANITY,Kevin Kwan,4,15,Doubleday,038554720X,9780385546270,A nod to “A Room With a View” in which Lucie Tang Churchill is torn between her WASPy billionaire fiancé and a privileged hunk born in Hong Kong.
Combined Print and E-Book Fiction,2020-08-16,DEADLOCK,Catherine Coulter,1,1,Gallery,1501193724,9781501193729,"The 24th book in the F.B.I. Thriller series. A young wife, a psychopath and three red boxes puzzle agents Savich and Sherlock."
Combined Print and E-Book Fiction,2020-08-16,1ST CASE,James Patterson and Chris Tebbetts,1,2,"Little, Brown",0316418196,9780316418195,"After getting kicked out of M.I.T., Angela Hoot interns with the F.B.I. and tracks the murderous siblings known as the Poet and the Engineer."
Combined Print and E-Book Fiction,2020-08-16,WHERE THE CRAWDADS SING,Delia Owens,99,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-08-16,THE VANISHING HALF,Brit Bennett,9,4,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-08-16,THE ORDER,Daniel Silva,3,5,Harper,0062834843,9780062834843,The 20th book in the Gabriel Allon series. The art restorer and spy cuts his family’s vacation short to investigate whether Pope Paul VII was murdered.
Combined Print and E-Book Fiction,2020-08-16,NEAR DARK,Brad Thor,2,6,Emily Bestler/Atria,1982104066,9781982104061,"The 19th book in the Scot Harvath series. With a bounty on his head, Harvath makes an alliance with a Norwegian intelligence operative."
Combined Print and E-Book Fiction,2020-08-16,THE GUEST LIST,Lucy Foley,9,7,Morrow,0062868950,9780062868954,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-08-16,28 SUMMERS,Elin Hilderbrand,7,8,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-08-16,THEN SHE WAS GONE,Lisa Jewell,5,9,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-08-16,AMERICAN DIRT,Jeanine Cummins,28,10,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-08-16,GOLDEN IN DEATH,JD Robb,5,11,St. Martin's,1250207223,9781250207227,The 50th book of the In Death series. Eve Dallas seeks the sender of packages that give off toxic airborne fumes.
Combined Print and E-Book Fiction,2020-08-16,LITTLE FIRES EVERYWHERE,Celeste Ng,77,12,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-08-16,THE END OF HER,Shari Lapena,1,13,Pamela Dorman,1984880519,9781984880512,The parents of colicky twin girls have other trouble delivered in the form of suspicions surrounding the husband’s first wife’s death.
Combined Print and E-Book Fiction,2020-08-16,CAMINO WINDS,John Grisham,14,14,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-08-16,MEXICAN GOTHIC,Silvia Moreno-Garcia,2,15,Del Rey,0525620788,9780525620785,"In 1950s Mexico, a debutante travels to a distant mansion where family secrets of a faded mining empire have been kept hidden."
Combined Print and E-Book Fiction,2020-08-23,WHERE THE CRAWDADS SING,Delia Owens,100,1,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-08-23,THE VANISHING HALF,Brit Bennett,10,2,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-08-23,SUCKER PUNCH,Laurell K Hamilton,1,3,Berkley,1984804456,9781984804457,"The 27th book in the Anita Blake, Vampire Hunter series. The evidence that a wereleopard killed his uncle doesn’t add up."
Combined Print and E-Book Fiction,2020-08-23,THE SILENT WIFE,Karin Slaughter,1,4,Morrow,0062858912,9780062858917,The 10th book in the Will Trent series. Investigations of two crimes force Trent to call on his girlfriend's expertise as a medical examiner.
Combined Print and E-Book Fiction,2020-08-23,THE GUEST LIST,Lucy Foley,10,5,Morrow,0062868950,9780062868954,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-08-23,THE ORDER,Daniel Silva,4,6,Harper,0062834843,9780062834843,The 20th book in the Gabriel Allon series. The art restorer and spy cuts his family’s vacation short to investigate whether Pope Paul VII was murdered.
Combined Print and E-Book Fiction,2020-08-23,NEAR DARK,Brad Thor,3,7,Emily Bestler/Atria,1982104066,9781982104061,"The 19th book in the Scot Harvath series. With a bounty on his head, Harvath makes an alliance with a Norwegian intelligence operative."
Combined Print and E-Book Fiction,2020-08-23,1ST CASE,James Patterson and Chris Tebbetts,2,8,"Little, Brown",0316418188,9780316418188,"After getting kicked out of M.I.T., Angela Hoot interns with the F.B.I. and tracks the murderous siblings known as the Poet and the Engineer."
Combined Print and E-Book Fiction,2020-08-23,28 SUMMERS,Elin Hilderbrand,8,9,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-08-23,HARROW THE NINTH,Tamsyn Muir,1,10,Tor.com,1250313201,9781250313201,The second book of the Locked Tomb trilogy. Harrowhark Nonagesimus must overcome her failing health to become an angel of undeath.
Combined Print and E-Book Fiction,2020-08-23,THEN SHE WAS GONE,Lisa Jewell,6,11,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-08-23,LITTLE FIRES EVERYWHERE,Celeste Ng,78,12,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-08-23,AMERICAN DIRT,Jeanine Cummins,29,13,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-08-23,THE FRIENDSHIP LIST,Susan Mallery,1,14,HQN,1488055955,9781488055959,A single mom and a widow take on challenges to push themselves outside their comfort zones.
Combined Print and E-Book Fiction,2020-08-23,THE WOODS,Harlan Coben,1,15,Dutton,None,9781101128671,"When a homicide victim is discovered, a New Jersey prosecutor begins to hope his sister who disappeared 20 years ago may still be alive."
Combined Print and E-Book Fiction,2020-08-30,WHERE THE CRAWDADS SING,Delia Owens,101,1,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-08-30,CHOPPY WATER,Stuart Woods,1,2,Putnam,0593188314,9780593188316,The 54th book in the Stone Barrington series. Things get rough for Stone as he goes after criminals in New York City and Key West.
Combined Print and E-Book Fiction,2020-08-30,THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,1,3,Grand Central,1538703661,9781538703663,A single mom teams up with an N.Y.P.D. detective to solve a case involving misdeeds at a university hospital.
Combined Print and E-Book Fiction,2020-08-30,A PRIVATE CATHEDRAL,James Lee Burke,1,4,Simon & Schuster,None,9781982151706,The 23rd book in the Dave Robicheaux series. Rival Louisiana crime families and a time-traveling superhuman assassin bring up Robicheaux’s personal demons.
Combined Print and E-Book Fiction,2020-08-30,THE VANISHING HALF,Brit Bennett,11,5,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-08-30,THE GUEST LIST,Lucy Foley,11,6,Morrow,0062868950,9780062868954,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-08-30,28 SUMMERS,Elin Hilderbrand,9,7,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-08-30,THE ORDER,Daniel Silva,5,8,Harper,0062834843,9780062834843,The 20th book in the Gabriel Allon series. The art restorer and spy cuts his family’s vacation short to investigate whether Pope Paul VII was murdered.
Combined Print and E-Book Fiction,2020-08-30,1ST CASE,James Patterson and Chris Tebbetts,3,9,"Little, Brown",0316418188,9780316418188,"After getting kicked out of M.I.T., Angela Hoot interns with the F.B.I. and tracks the murderous siblings known as the Poet and the Engineer."
Combined Print and E-Book Fiction,2020-08-30,THEN SHE WAS GONE,Lisa Jewell,7,10,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-08-30,NEAR DARK,Brad Thor,4,11,Emily Bestler/Atria,1982104066,9781982104061,"The 19th book in the Scot Harvath series. With a bounty on his head, Harvath makes an alliance with a Norwegian intelligence operative."
Combined Print and E-Book Fiction,2020-08-30,AMERICAN DIRT,Jeanine Cummins,30,12,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-08-30,LITTLE FIRES EVERYWHERE,Celeste Ng,79,13,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-08-30,THE SILENT PATIENT,Alex Michaelides,35,14,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-08-30,THE SILENT WIFE,Karin Slaughter,2,15,Morrow,0062858912,9780062858917,The 10th book in the Will Trent series. Investigations of two crimes force Trent to call on his girlfriend's expertise as a medical examiner.
Combined Print and E-Book Fiction,2020-09-06,ROYAL,Danielle Steel,1,1,Delacorte,0399179658,9780399179655,"In 1943, the 17-year-old Princess Charlotte assumes a new identity in the country and falls in love."
Combined Print and E-Book Fiction,2020-09-06,WHERE THE CRAWDADS SING,Delia Owens,102,2,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-09-06,THE JACKAL,JR Ward,1,3,Gallery,None,9781501195082,"In the Black Dagger Brotherhood world, Nyx searches for her sister in a lost prison camp and meets a man known as the Jackal."
Combined Print and E-Book Fiction,2020-09-06,THE VANISHING HALF,Brit Bennett,12,4,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-09-06,THE GUEST LIST,Lucy Foley,12,5,Morrow,0062868950,9780062868954,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-09-06,THEN SHE WAS GONE,Lisa Jewell,8,6,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-09-06,28 SUMMERS,Elin Hilderbrand,10,7,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-09-06,AMERICAN DIRT,Jeanine Cummins,31,8,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-09-06,LITTLE FIRES EVERYWHERE,Celeste Ng,80,9,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-09-06,THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,2,10,Grand Central,1538718871,9781538718872,A single mom teams up with an N.Y.P.D. detective to solve a case involving misdeeds at a university hospital.
Combined Print and E-Book Fiction,2020-09-06,THE ORDER,Daniel Silva,6,11,Harper,0062834843,9780062834843,The 20th book in the Gabriel Allon series. The art restorer and spy cuts his family’s vacation short to investigate whether Pope Paul VII was murdered.
