book_id,Primary_ISBN_10,Primary_ISBN_13,Author,original_publication_year,original_title,Title,Average_Rating,Rating Count,Whole_Rating
31178,345477243,9780345477250,Anne Tyler,2001,Back When We Were Grownups,Back When We Were Grownups,3.51,13416,4
23289,097496090X,9780974960910,James Joyce,1914,The Dead,The Dead,4.09,11279,4
7831742,1606840584,9781606840580,Bree Despain,2010,The Lost Saint,"The Lost Saint (The Dark Divine, #2)",4.04,15328,4
4946005,553807145,9780553807140,Dean Koontz,2009,Relentless,Relentless,3.71,12416,4
73906,038070613X,9780380706140,Stephen R. Lawhead,1987,Taliesin. Book I of the Pendragon Cycle,"Taliesin (The Pendragon Cycle, #1)",3.98,12435,4
92956,812532597,9780812532590,Orson Scott Card,1992,The Memory of Earth,"The Memory of Earth (Homecoming, #1)",3.56,13107,4
6751356,006170654X,9780061706550,Dolen Perkins-Valdez,2009,Wench,Wench,3.68,12250,4
3556419,451412702,9780451412710,Karen Chance,2009,Curse the Dawn,"Curse the Dawn (Cassandra Palmer, #4)",4.16,18032,4
5559,5559608475,9785559608470,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight from the Gut,Jack: Straight from the Gut,3.79,9781,4
30125,60256575,9780060256580,Shel Silverstein,1981,The Missing Piece Meets the Big O,The Missing Piece Meets the Big O ,4.32,9056,4
44559,60997028,9780060997020,"Milan Kundera, Aaron Asher",1969,Å½ivot je jinde,Life is Elsewhere,3.95,8834,4
12900491,373776985,9780373776990,Gena Showalter,2012,Wicked Nights,"Wicked Nights (Angels of the Dark, #1)",4.11,17942,4
28760,886774012,9780886774010,Mercedes Lackey,1990,Magic's Promise,Magic's Promise (Valdemar: Last Herald-Mage #2),4.2,16547,4
10799881,545415071,9780545415070,Meg Cabot,2012,Underworld,"Underworld (Abandon, #2)",3.89,17878,4
60471,340752475,9780340752470,Rosamunde Pilcher,1995,Coming Home,Coming Home,4.27,11355,4
133767,842332359,9780842332350,"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days,"Glorious Appearing: The End of Days (Left Behind, #12)",3.96,10474,4
16158527,399159312,9780399159310,John Sandford,2013,Silken Prey,"Silken Prey (Lucas Davenport, #23)",4.16,10456,4
251665,679759328,9780679759320,Anita Brookner,1984,Hotel du Lac,Hotel du Lac,3.56,11066,4
151926,452276721,9780452276730,Pat Barker,1995,The Ghost Road,"The Ghost Road (Regeneration, #3)",4.11,11723,4
682793,553211587,9780553211580,Mark Twain,1893,The Tragedy of Puddn'head Wilson,Pudd'nhead Wilson,3.74,11014,4
15793231,1250021529,9781250021530,Emily Murdoch,2013,If You Find Me,If You Find Me,4.06,13683,4
13065,044669570X,9780446695700,Carl Hiaasen,1991,Native Tongue,"Native Tongue (Skink, #2)",3.94,10717,4
128940,312147015,9780312147010,Sandra Dallas,1995,The Persian Pickle Club,The Persian Pickle Club,3.78,13732,4
6763961,373210043,9780373210050,Rachel Vincent,2009,My Soul to Save,"My Soul to Save (Soul Screamers, #2)",3.98,18243,4
981463,689717385,9780689717380,"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came,The Relatives Came,4.2,13099,4
125502,340682388,9780340682390,Siri Hustvedt,2002,What I Loved,What I Loved,4.02,9974,4
11133791,1416983309,9781416983310,Ellen Hopkins,2012,Tilt,Tilt,4.2,12141,4
4224060,670020478,9780670020480,"Ken Robinson, Lou Aronica",2009,The Element: A New View of Human Capacity,The Element: How Finding Your Passion Changes Everything,3.89,9074,4
24611425,670025771,9780670025770,Geraldine Brooks,2015,The Secret Chord,The Secret Chord,3.55,9228,4
17443673,1482658143,9781482658150,Amy Harmon,2013,A Different Blue,A Different Blue,4.22,14183,4
2159007,1416544186,9781416544180,Chuck Klosterman,2008,Downtown Owl,Downtown Owl,3.53,9666,4
797094,345459210,9780345459210,William C. Dietz,2003,The Flood,Halo: The Flood,3.69,9709,4
92846,345397673,9780345397680,Terry Brooks,2001,Antrax,"Antrax (Voyage of the Jerle Shannara, #2)",3.94,12947,4
676,375755195,9780375755190,Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems,Sailing Alone Around the Room: New and Selected Poems,4.24,10999,4
12924253,62048546,9780062048550,Anna Carey,2012,Once,"Once (Eve, #2)",3.9,15315,4
61909,671876465,9780671876460,Lois McMaster Bujold,1994,Mirror Dance,"Mirror Dance (Vorkosigan Saga, #8)",4.32,14391,4
384457,312363044,9780312363050,"Jennifer Crusie, Bob Mayer",2007,Agnes and the Hitman,Agnes and the Hitman,3.93,15848,4
6493321,1596914521,9781596914520,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",2009,Logicomix: An Epic Search for Truth,Logicomix: An epic search for truth,4.01,11004,4
7992363,2246760011,9782246760020,Laurent Binet,2009,HHhH,HHhH,4.07,7765,4
16127237,345540875,9780345540870,Lori Nelson Spielman,2013,The Life List,The Life List,4.08,8301,4
11864728,61797081,9780061797090,Kelley Armstrong,2013,The Rising,"The Rising (Darkness Rising, #3)",4.13,17452,4
80890,679417370,9780679417380,"Thomas Mann, John E. Woods, T.J. Reed",1901,Buddenbrooks: Verfall einer Familie,Buddenbrooks: The Decline of a Family,4.13,12049,4
231560,1406507881,9781406507880,Anton Chekhov,1897,Ð”ÑÐ´Ñ Ð’Ð°Ð½Ñ,Uncle Vanya,3.84,11418,4
10844125,031609739X,9780316097390,"James Patterson, Richard DiLallo",2011,The Christmas Wedding,The Christmas Wedding,3.32,12736,3
18392,441010288,9780441010290,T.A. Barron,1996,The Lost Years of Merlin,"The Lost Years (The Lost Years of Merlin, #1)",3.97,12146,4
6080889,778325644,9780778325640,Maria V. Snyder,2009,Storm Glass,"Storm Glass (Glass, #1)",3.95,18218,4
11229,014118616X,9780141186160,"Iris Murdoch, Mary Kinzie",1978,"The Sea, the Sea","The Sea, the Sea",3.9,10849,4
103815,689857977,9780689857970,Margaret Peterson Haddix,2005,"Among the Enemy (Shadow Children, #6)","Among the Enemy (Shadow Children, #6)",4.16,14836,4
43352,671888587,9780671888590,Mary Higgins Clark,1993,I'll Be Seeing You,I'll Be Seeing You,3.79,13804,4
12349,140280464,9780140280460,Ruth Ozeki,1998,My Year of Meats,My Year of Meats,3.93,10297,4
60925,446696161,9780446696170,Octavia E. Butler,2005,Fledgling,Fledgling,3.9,11792,4
401876,385337388,9780385337380,"Samuel Shem, John Updike",1978,The House of God,The House of God,3.95,8812,4
22749539,439874025,9780439874020,Pam MuÃ±oz Ryan,2015,Echo,Echo,4.36,14864,4
70561,60007761,9780060007770,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,"ÐÑ€Ñ…Ð¸Ð¿ÐµÐ»Ð°Ð³ Ð“Ð£Ð›ÐÐ“, 1918-1956",The Gulag Archipelago 1918-1956,4.15,10693,4
6080420,307270742,9780307270740,J. Courtney Sullivan,2009,Commencement,Commencement ,3.36,12653,3
592089,439395623,9780439395620,Suzanne Weyn,2004,The Bar Code Tattoo (Point Thriller),"The Bar Code Tattoo (Bar Code, #1)",3.55,14037,4
8158992,1451649916,9781451649920,Kresley Cole,2013,MacRieve,"MacRieve (Immortals After Dark, #14)",4.3,17488,4
8105569,446546313,9780446546320,Larry Levin,2009,Oogy: The Dog Only a Family Could Love,Oogy: The Dog Only a Family Could Love,4.04,10273,4
36064,037572737X,9780375727380,James Ellroy,1995,American Tabloid,"American Tabloid (Underworld USA, #1)",4.21,10193,4
7124101,1442408626,9781442408620,Thomas E. Sniegoski,2010,"The Fallen and Leviathan (The Fallen, #1-2)","The Fallen and Leviathan (The Fallen, #1-2)",3.74,13676,4
2530,156005204,9780156005200,"JosÃ© Saramago, Giovanni Pontiero",1982,Memorial do Convento,Baltasar and Blimunda,3.9,5321,4
23507745,1484709012,9781484709020,Robert  Beatty,2015,Serafina and the Black Cloak,"Serafina and the Black Cloak (Serafina, #1)",3.9,12256,4
599090,1857239407,9781857239410,"Alan Dean Foster, George Lucas",1976,Star Wars: From the Adventures of Luke Skywalker,A New Hope  (Star Wars: Novelizations #4),4.07,10647,4
6021523,345498208,9780345498200,Nancy Thayer,2009,Summer House,Summer House,3.91,11460,4
9266769,61728934,9780061728940,Candace Bushnell,2011,Summer and the City,"Summer and the City (The Carrie Diaries, #2)",3.63,11366,4
142545,1410400964,9781410400960,Jeffery Deaver,2002,The Stone Monkey,"The Stone Monkey (Lincoln Rhyme, #4)",3.94,11769,4
210243,042520426X,9780425204270,J.D. Robb,2005,Origin in Death,"Origin in Death (In Death, #21)",4.34,16775,4
148769,689849230,9780689849240,Angela Johnson,2003,The First Part Last,"The First Part Last (Heaven, #2)",3.96,12689,4
7783191,307459659,9780307459660,"Christopher Chabris, Daniel Simons",2010,The Invisible Gorilla,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,3.88,10080,4
84842,055358359X,9780553583600,Tami Hoag,2006,Prior Bad Acts,"Prior Bad Acts (Kovac and Liska, #3)",4.07,11454,4
608906,61131644,9780061131650,Erin Hunter,2007,Firestar's Quest,"Firestar's Quest (Warriors Super Edition, #1)",4.32,14773,4
13531024,763655996,9780763655990,Jon Klassen,2012,This is Not My Hat,This is Not My Hat,4.23,14779,4
4924862,761147489,9780761147480,Ramit Sethi,2009,I Will Teach You To Be Rich,I Will Teach You To Be Rich,4.04,10209,4
23197346,446580856,9780446580850,Nelson DeMille,2015,Radiant Angel,"Radiant Angel (John Corey, #7)",3.84,6590,4
11436,84386874,9780842386880,"Karen Kingsbury, Gary Smalley",2004,Rejoice,"Rejoice (Redemption, #4)",4.45,11013,4
8492907,385530803,9780385530800,Michio Kaku,2011,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100 ,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,3.98,10159,4
13597723,1423168232,9781423168230,Jennifer Lynn Barnes,2013,The Naturals,"The Naturals (The Naturals, #1)",4.16,16704,4
39798,99459051,9780099459060,"Henning Mankell, Ebba Segerberg",1997,BrandvÃ¤gg,"Firewall (Wallander, #8)",3.95,10138,4
2073686,081099478X,9780810994780,"Michael Buckley, Peter Ferguson",2008,Tales From the Hood,"Tales From the Hood (The Sisters Grimm, #6)",4.29,15020,4
844051,316611689,9780316611690,"Charles Bernard Nordhoff, James Norman Hall",1932,Mutiny on the Bounty,"Mutiny on the Bounty (The Bounty Trilogy, #1)",3.97,11746,4
1015311,1931514941,9781931514940,Ken Akamatsu,1999,ãƒ©ãƒ–ã²ãª #1,"Love Hina, Vol. 01",3.73,10926,4
15954540,1612187005,9781612187010,Jeff Wheeler,2011,The Wretched of Muirwood,"The Wretched of Muirwood (Legends of Muirwood, #1)",3.97,6029,4
891812,380753022,9780380753020,Johanna Lindsey,1990,Gentle Rogue,"Gentle Rogue (Malory-Anderson Family, #3)",4.23,15496,4
22886868,62429973,9780062429970,Terry Pratchett,2015,The Shepherd's Crown,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",4.34,9134,4
54620,192805622,9780192805620,"Elizabeth Gaskell, Shirley Foster",1848,Mary Barton,Mary Barton,3.7,11742,4
115476,486424529,9780486424520,Joseph Conrad,1904,Nostromo: a Tale of the Seaboard,Nostromo,3.81,11478,4
13333093,758278438,9780758278430,Ellen Marie Wiseman,2012,The Plum Tree,The Plum Tree,4.02,8479,4
4345290,980003431,9780980003440,Michael J. Sullivan,2008,The Crown Conspiracy,"The Crown Conspiracy (The Riyria Revelations, #1)",4.15,12198,4
15767586,1250029880,9781250029880,Sherrilyn Kenyon,2013,Styxx,"Styxx (Dark-Hunter, #22)",4.58,14344,5
59142,019280474X,9780192804750,"HonorÃ© de Balzac, Sylvia Raphael, Christopher Prendergast",1833,EugÃ©nie Grandet,EugÃ©nie Grandet,3.79,11028,4
82991,312340710,9780312340710,"Arnaldur IndriÃ°ason, Bernard Scudder",2001,GrafarÃ¾Ã¶gn,Silence of the Grave (Inspector Erlendur #4),3.94,8918,4
11387392,803737203,9780803737200,Jess Rothenberg,2012,The Catastrophic History of You and Me,The Catastrophic History of You and Me,4.04,12890,4
7906105,805090053,9780805090060,April Henry,2010,"Girl, Stolen","Girl, Stolen (Girl, Stolen #1)",3.99,13108,4
1211904,1590388003,9781590388010,Obert Skye,2007,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)","Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",3.97,11192,4
8046680,1935618040,9781935618040,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",2011,The girl who was on fire,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,4.28,10189,4
394683,006444001X,9780064440010,"Russell Hoban, Lillian Hoban",1970,A Bargain for Frances,A Bargain for Frances,4.25,13135,4
15806231,399158820,9780399158830,J.D. Robb,2013,Calculated in Death,"Calculated in Death (In Death, #36)",4.23,12807,4
22929741,1555977073,9781555977080,Maggie Nelson,2015,The Argonauts,The Argonauts,3.99,11925,4
502295,316005274,9780316005270,"Jann S. Wenner, Corey Seymour",2007,Gonzo: The Life of Hunter S. Thompson,Gonzo: The Life of Hunter S. Thompson,4.07,9915,4
25664459,374106681,9780374106680,Dominic Smith,2016,The Last Painting of Sara de Vos,The Last Painting of Sara de Vos,3.83,12029,4
920780,439050235,9780439050230,David Shannon,2002,Duck On A Bike,Duck On A Bike,4.06,12461,4
10518423,1401341705,9781401341700,Margaret Leroy,2011,The Collaborator,The Soldier's Wife,3.88,11421,4
432,140097317,9780140097310,Paul Auster,1985,City of Glass,"City of Glass (The New York Trilogy, #1)",3.81,10157,4
87264,850515025,9780850515020,Machado de Assis,1880,MemÃ³rias PÃ³stumas de BrÃ¡s Cubas,MemÃ³rias PÃ³stumas de BrÃ¡s Cubas,4.23,8306,4
7264206,61160881,9780061160880,Elizabeth  George,2010,This Body of Death,"This Body of Death (Inspector Lynley, #16)",4.01,12396,4
773514,553262149,9780553262150,L.M. Montgomery,1925,Emily Climbs,"Emily Climbs (Emily, #2)",4.14,15498,4
2152871,446500046,9780446500040,Jacqueline Carey,2001,Kushiel's Mercy,"Kushiel's Mercy (Imriel's Trilogy, #3)",4.3,13337,4
12040447,765332000,9780765332000,Orson Scott Card,2011,Shadows in Flight,"Shadows in Flight (Ender's Shadow, #5)",3.76,11464,4
20705702,62289241,9780062289250,Ilona Andrews,2014,Burn For Me,"Burn for Me (Hidden Legacy, #1)",4.34,17853,4
1689469,743281640,9780743281640,Robert Crais,2008,Chasing Darkness,"Chasing Darkness (Elvis Cole, #12)",4.18,11070,4
301023,810987880,9780810987880,Lauren Myracle,2004,"ttyl (Internet Girls, #1)","ttyl (Internet Girls, #1)",3.46,14505,3
1898916,1421515636,9781421515630,"Matsuri Hino, Tomo Kimura",2006,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 4,"Vampire Knight, Vol. 4 (Vampire Knight, #4)",4.31,13515,4
1821187,3499237709,9783499237710,"Denis Johnson, Bettina Abarbanell",2002,Train Dreams,Train Dreams,3.89,4886,4
1296415,152002650,9780152002660,Ellen Stoll Walsh,1989,Mouse Paint,Mouse Paint,4.15,12839,4
48697,631227083,9780631227080,"Charles Harrison, Paul Wood",2002,"Art in Theory, 1900-2000: An Anthology of Changing Ideas",Art in Theory 1900 - 2000: An Anthology of Changing Ideas,3.94,7861,4
9677870,811879542,9780811879540,"HervÃ© Tullet, Christopher Franceschelli",2010,Un livre,Press Here,4.44,15315,4
828483,340894334,9780340894330,Robert Muchamore,2005,The Killing (Cherub #4),"The Killing (Cherub, #4)",4.12,11584,4
43929,752849190,9780752849200,Harlan Coben,1999,Darkest Fear,Darkest Fear (Myron Bolitar #7),4.03,10955,4
724371,192723715,9780192723710,"Alfred Tennyson, Charles Keeping",1833,The Lady of Shalott,The Lady of Shalott,4.17,14848,4
133017,1563890526,9781563890530,"Jamie Delano, John Ridgway, Alfredo AlcalÃ¡",1988,"John Constantine, Hellblazer: Volume 1: Original Sins",Hellblazer: Original Sins,4.1,12881,4
13007638,749955910,9780749955920,J.D. Robb,2012,Celebrity in Death,"Celebrity in Death (In Death, #34)",4.28,13182,4
62032,1585678449,9781585678440,"Walter Moers, John Brownjohn",1999,Die 13Â½ Leben des KÃ¤pt'n BlaubÃ¤r ,"The 13Â½ Lives of Captain Bluebear (Zamonia, #1)",4.2,10560,4
489972,394839730,9780394839740,Raymond Briggs,1978,The Snowman,The Snowman,4.28,13496,4
6433836,399155988,9780399155990,John Sandford,2009,Rough Country,"Rough Country (Virgil Flowers, #3)",4.15,12594,4
46917,449911934,9780449911940,John Updike,1971,Rabbit Redux,Rabbit Redux (Rabbit Angstrom #2),3.79,11051,4
194618,330344951,9780330344950,Winston Graham,1945,Ross Poldark,"Ross Poldark (Poldark, #1)",4.11,5990,4
25663888,1250067847,9781250067840,Gregg Hurwitz,2016,Orphan X,"Orphan X (Orphan X, #1)",4.08,10320,4
7940591,1587672286,9781587672290,Stephen King,2010,Blockade Billy,Blockade Billy,3.4,12179,3
31271,752858637,9780752858630,Robert Ludlum,1973,The Matlock Paper,The Matlock Paper,3.86,11118,4
736376,1565125525,9781565125520,Roland Merullo,2007,Breakfast with Buddha,Breakfast with Buddha,3.82,8634,4
29022,140449213,9780140449210,"Suetonius, Michael Grant, Robert Graves",119,De vita Caesarum ,The Twelve Caesars,4.05,11283,4
18039755,1627761314,9781627761310,"Ibraheem Abbas, Ø¥Ø¨Ø±Ø§Ù‡ÙŠÙ… Ø¹Ø¨Ø§Ø³, Yasser Bahjatt",2013,Ø­ÙˆØ¬Ù†,Ø­ÙˆØ¬Ù† [HÌ£awjan],3.75,10203,4
360562,140294295,9780140294290,Bernard Cornwell,1988,Sharpe's Rifles,"Sharpe's Rifles (Sharpe, #6)",4.21,10342,4
192214,345479335,9780345479330,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)","Vector Prime (Star Wars: The New Jedi Order, #1)",3.79,10769,4
24767,60519568,9780060519570,Scott Westerfeld,2005,"Touching Darkness (Midnighters, #2)","Touching Darkness (Midnighters, #2)",3.89,16168,4
3545387,1416593381,9781416593390,Lisa Lutz,2009,Revenge of the Spellmans,"Revenge of the Spellmans (The Spellmans, #3)",4.14,14258,4
93575,61043494,9780061043500,Dorothy L. Sayers,1935,Gaudy Night,"Gaudy Night (Lord Peter Wimsey, #12)",4.26,14750,4
17158532,174348495X,9781743484950,C.S. Pacat,2016,Kings Rising,"Kings Rising (Captive Prince, #3)",4.5,14210,4
287861,60082097,9780060082090,Philip Reeve,2001,Mortal Engines,"Mortal Engines (The Hungry City Chronicles, #1)",3.98,12868,4
10399742,1846058317,9781846058320,"James Patterson, Mark Pearson",2011,Private London,Private London (Private #4),3.75,9922,4
6659254,451463072,9780451463070,Faith Hunter,2010,Blood Cross,"Blood Cross (Jane Yellowrock, #2)",4.13,16307,4
776159,394758250,9780394758250,Raymond Chandler,1943,The Lady in the Lake,"The Lady in the Lake (Philip Marlowe, #4)",4.07,11613,4
10084,886778441,9780886778450,Tad Williams,1998,River of Blue Fire,"River of Blue Fire (Otherland, #2)",4.0,12015,4
295169,786814179,9780786814180,"William Nicholson, Peter SÃ­s",2000,The Wind Singer,"The Wind Singer (Wind on Fire, #1)",3.84,12654,4
93436,156031612,9780156031620,Scarlett Thomas,2006,The End of Mr. Y.,The End of Mr. Y,3.79,7920,4
587638,345501748,9780345501740,"Michael Chabon, Gary Gianni",2007,Gentlemen of the Road,Gentlemen of the Road,3.42,10440,3
9476510,316043001,9780316043010,"James Andrew Miller, Tom Shales",2011,Those Guys Have All the Fun: Inside the World of ESPN,Those Guys Have All the Fun: Inside the World of ESPN,3.69,9413,4
129984,743484258,9780743484250,Daniel Wallace,1998,Big Fish: A Novel of Mythic Proportions,Big Fish,3.64,11526,4
17936925,425266869,9780425266860,Tammara Webber,2014,Breakable,"Breakable (Contours of the Heart, #2)",4.06,17319,4
15818333,62209841,9780062209850,Lisa O'Donnell,2012,The Death of Bees,The Death of Bees,3.81,11530,4
9526658,451236718,9780451236720,Rachel Caine,2012,Black Dawn,"Black Dawn (The Morganville Vampires, #12)",4.26,14778,4
60932,446610380,9780446610380,Octavia E. Butler,1998,Parable of the Talents,"Parable of the Talents (Earthseed, #2)",4.21,10500,4
16164271,1613778538,9781613778530,"Joe Hill, Gabriel RodrÃ­guez",2014,"Locke & Key, Vol. 6: Alpha & Omega","Locke & Key, Vol. 6: Alpha & Omega",4.5,14363,4
28239,618446877,9780618446870,Paul Theroux,2002,Dark Star Safari ,Dark Star Safari: Overland from Cairo to Cape Town,3.96,9662,4
653711,345327861,9780345327860,Anne McCaffrey,1982,Crystal Singer,"Crystal Singer (Crystal Singer, #1)",4.07,14864,4
11099729,034551128X,9780345511290,James Luceno,2012,Star Wars: Darth Plagueis,Darth Plagueis,4.07,9052,4
26072609,006245496X,9780062454970,"Anderson Cooper, Gloria Vanderbilt",2016,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss","The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",3.79,10758,4
23208397,316261246,9780316261240,Ben H. Winters,2016,Underground Airlines,Underground Airlines,3.88,9728,4
644655,312359667,9780312359670,Ann Cleeves,2006,Raven Black,"Raven Black (Shetland Island, #1)",3.85,10617,4
792938,440220424,9780440220430,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1993,Having Our Say: The Delany Sisters' First 100 Years,Having Our Say: The Delany Sisters' First 100 Years,4.14,11668,4
1862313,374299250,9780374299260,Richard Price,2008,Lush Life,Lush Life,3.69,9478,4
152662,671038540,9780671038540,Peter Hedges,1991,What's Eating Gilbert Grape,What's Eating Gilbert Grape,4.1,11352,4
11432,842386882,9780842386880,"Karen Kingsbury, Gary Smalley",2004,Reunion,"Reunion (Redemption, #5)",4.49,11105,4
16256,055299877X,9780552998770,Armistead Maupin,1980,More Tales of the City,"More Tales of the City (Tales of the City, #2)",4.18,9799,4
110871,140449442,9780140449440,"Ã‰mile Zola, Robin Buss",1867,ThÃ©rÃ¨se Raquin,ThÃ©rÃ¨se Raquin,3.71,10734,4
28965131,125011117X,9781250111170,Sarah Pinborough,2017,Behind Her Eyes,Behind Her Eyes,3.77,17944,4
129798,486437507,9780486437510,"Robert W. Chambers, E.F. Bleiler",1895,The King in Yellow,The King in Yellow and Other Horror Stories,3.57,5719,4
77427,393307611,9780393307610,Patrick O'Brian,1973,H.M.S. Surprise ,H.M.S. Surprise,4.42,10513,4
665,451163931,9780451163940,"Ayn Rand, Nathaniel Branden",1961,The Virtue of Selfishness: A New Concept of Egoism,The Virtue of Selfishness: A New Concept of Egoism,3.47,10198,3
2449962,778325504,9780778325500,Debbie Macomber,2008,Twenty Wishes,"Twenty Wishes (Blossom Street, #5)",4.16,12324,4
3479967,670020575,9780670020580,Joseph Boyden,2008,Through Black Spruce,Through Black Spruce,4.11,10305,4
6928893,312571259,9780312571250,Susan  Wilson,2010,One Good Dog,One Good Dog,4.07,10379,4
15050,802135781,9780802135780,Jeanette Winterson,1989,Sexing the Cherry,Sexing the Cherry,3.83,10450,4
6674372,312576986,9780312576980,Randy Susan Meyers,2009,The Murderer's Daughters,The Murderer's Daughters,3.68,10567,4
1158706,399154701,9780399154710,J.D. Robb,2008,Strangers in Death ,"Strangers in Death (In Death, #26)",4.29,15651,4
10929432,1423157311,9781423157310,Victoria Schwab,2013,The Archived,"The Archived (The Archived, #1)",4.02,16580,4
251446,802130917,9780802130910,David Mamet,1983,Glengarry Glen Ross,Glengarry Glen Ross,3.95,11636,4
25332115,1250077699,9781250077690,Ruth Wariner,2016,The Sound of Gravel,The Sound of Gravel,4.15,12045,4
194870,072324734X,9780723247340,Beatrix Potter,1982,The Complete Adventures of Peter Rabbit,The Complete Adventures of Peter Rabbit,4.46,13271,4
3115070,425223256,9780425223250,Nalini Singh,2008,Hostage to Pleasure,"Hostage to Pleasure (Psy-Changeling, #5)",4.22,19705,4
385255,743254430,9780743254430,Adrian Nicole LeBlanc,2003,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx","Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",4.23,9053,4
42641,735102864,9780735102870,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899,Ð’Ð¾ÑÐºÑ€ÐµÑÐµÐ½Ð¸Ðµ,Resurrection,4.1,9482,4
8643407,1439134340,9781439134340,Larry Correia,2011,Hard Magic,"Hard Magic (Grimnoir Chronicles, #1)",4.13,10808,4
11737387,1937007294,9781937007290,Benedict Jacka,2012,Fated,"Fated (Alex Verus, #1)",3.89,12609,4
16077150,755358783,9780755358790,Maggie O'Farrell,2013,Instructions for a Heatwave,Instructions for a Heatwave,3.62,9071,4
12022496,345505719,9780345505710,Jonathan Kellerman,2012,Victims,"Victims (Alex Delaware, #27)",3.94,10482,4
25222064,1419717014,9781419717020,Jeff Kinney,2015,Old School,"Old School (Diary of a Wimpy Kid, #10)",4.28,11836,4
751635,786813075,9780786813070,Sharon G. Flake,1998,The Skin I'm In,The Skin I'm In,4.13,9634,4
16065538,006178480X,9780061784800,James Rollins,2013,The Eye of God: A Sigma Force Novel,The Eye of God (Sigma Force #9),4.11,9389,4
28922,571225365,9780571225360,Kazuo Ishiguro,1986,An Artist of the Floating World,An Artist of the Floating World,3.72,10430,4
1528410,802118585,9780802118580,"Pascal Mercier, Barbara Harshav",2004,Nachtzug nach Lissabon,Night Train to Lisbon,3.7,7838,4
18052985,62240196,9780062240190,Tessa Dare,2014,Romancing the Duke,"Romancing the Duke (Castles Ever After, #1)",3.91,15558,4
25176,451410815,9780451410820,Martha Grimes,1981,"The Man With a Load of Mischief (Richard Jury Mystery, #1)","The Man With a Load of Mischief (Richard Jury, #1)",4.01,11947,4
11714997,1463756976,9781463756970,Jessica Sorensen,2011,The Underworld,"The Underworld (Fallen Star, #2)",4.12,11604,4
2372,743262131,9780743262130,David McCullough,1977,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914","The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",4.19,9349,4
26116430,62277022,9780062277020,Louise Erdrich,2016,LaRose,LaRose,3.86,9136,4
17978144,1620402750,9781620402760,Lucie Whitehouse,2014,Before we met,Before We Met,3.43,7826,3
2187270,61256684,9780061256680,"The Waiter, Steve Dublanica",2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,3.49,10341,3
15728721,385366434,9780385366430,Kevin Hearne,2012,Two Ravens and One Crow,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",4.2,11562,4
296264,543896609,9780543896600,Robert Louis Stevenson,1888,The Black Arrow: A Tale of the Two Roses,The Black Arrow,3.81,12298,4
7997069,399157239,9780399157230,"Tom Clancy, Grant Blackwood",2010,Dead or Alive,"Dead or Alive (Jack Ryan Universe, #13)",3.79,10644,4
563458,671729403,9780671729400,V.C. Andrews,1984,"Fallen Hearts (Casteel, #3)","Fallen Hearts (Casteel, #3)",3.89,12450,4
185289,756403014,9780756403010,Melanie Rawn,1985,Dragon Prince,"Dragon Prince (Dragon Prince, #1)",3.94,12739,4
7099389,1439156336,9781439156340,Jeffery Deaver,2010,The Burning Wire,"The Burning Wire (Lincoln Rhyme, #9)",4.04,11376,4
166101,316899984,9780316899990,Breena Clarke,1999,"River, Cross My Heart","River, Cross My Heart",3.47,11642,3
109499,802472966,9780802472960,"Nancy Leigh DeMoss, Elisabeth Elliot",2000,Lies Women Believe: And the Truth that Sets Them Free,Lies Women Believe: And the Truth that Sets Them Free,4.1,9714,4
